"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"165","onlinehotel.model","src/onlinehotel/model/BookingDetails.java","3","53","Parameter 'checkInDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"166","onlinehotel.model","src/onlinehotel/model/BookingDetails.java","3","75","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"167","onlinehotel.model","src/onlinehotel/model/BookingDetails.java","3","82","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"168","onlinehotel.model","src/onlinehotel/model/BookingDetails.java","3","88","Avoid variables with short names like c","Naming Rules","ShortVariable"
"169","onlinehotel.model","src/onlinehotel/model/BookingDetails.java","3","88","Local variable 'c' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"170","onlinehotel.model","src/onlinehotel/model/BookingDetails.java","3","90","Local variable 'month' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"171","onlinehotel.model","src/onlinehotel/model/BookingDetails.java","3","95","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"172","onlinehotel.model","src/onlinehotel/model/BookingDetails.java","3","96","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"173","onlinehotel.model","src/onlinehotel/model/BookingDetails.java","3","96","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"174","onlinehotel.model","src/onlinehotel/model/BookingDetails.java","3","98","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"175","onlinehotel.model","src/onlinehotel/model/Charge.java","3","14","Parameter 'descr' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"176","onlinehotel.model","src/onlinehotel/model/Charge.java","3","22","Parameter 'price' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"177","onlinehotel.model","src/onlinehotel/model/Charge.java","3","27","Avoid variables with short names like df","Naming Rules","ShortVariable"
"178","onlinehotel.model","src/onlinehotel/model/Charge.java","3","27","Local variable 'df' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"179","onlinehotel.model","src/onlinehotel/model/CheckInDetails.java","4","3","Avoid unused imports such as 'java.sql.Timestamp'","Type Resolution Rules","UnusedImports"
"180","onlinehotel.model","src/onlinehotel/model/CheckInDetails.java","4","3","Avoid unused imports such as 'java.sql.Timestamp'","Type Resolution Rules","UnusedImports"
"181","onlinehotel.model","src/onlinehotel/model/CheckInDetails.java","3","9","Avoid variables with short names like id","Naming Rules","ShortVariable"
"182","onlinehotel.model","src/onlinehotel/model/CheckInDetails.java","3","21","Parameter 'roomNumber' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"183","onlinehotel.model","src/onlinehotel/model/CheckInDetails.java","3","29","Parameter 'bookingDetails' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"184","onlinehotel.model","src/onlinehotel/model/CheckInDetails.java","3","37","Parameter 'customer' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"185","onlinehotel.model","src/onlinehotel/model/CheckInDetails.java","3","45","Parameter 'checkInTime' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"186","onlinehotel.model","src/onlinehotel/model/CheckInDetails.java","3","53","Parameter 'checkOutTime' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"187","onlinehotel.model","src/onlinehotel/model/CheckInDetails.java","3","69","Avoid variables with short names like id","Naming Rules","ShortVariable"
"188","onlinehotel.model","src/onlinehotel/model/ContactDetails.java","3","14","Parameter 'phoneNumber' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"189","onlinehotel.model","src/onlinehotel/model/ContactDetails.java","3","22","Parameter 'cellNumber' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"190","onlinehotel.model","src/onlinehotel/model/ContactDetails.java","3","30","Parameter 'email' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"191","onlinehotel.model","src/onlinehotel/model/ContactDetails.java","3","38","Parameter 'address' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"192","onlinehotel.model","src/onlinehotel/model/Customer.java","3","15","Parameter 'firstName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"193","onlinehotel.model","src/onlinehotel/model/Customer.java","3","23","Parameter 'lastName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"194","onlinehotel.model","src/onlinehotel/model/Customer.java","3","31","Parameter 'contactDetails' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"195","onlinehotel.model","src/onlinehotel/model/Customer.java","3","39","Parameter 'idCardNumber' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"196","onlinehotel.model","src/onlinehotel/model/Customer.java","3","47","Parameter 'customerId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"197","onlinehotel.model","src/onlinehotel/model/Room.java","3","17","Parameter 'roomNumber' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"198","onlinehotel.model","src/onlinehotel/model/Room.java","3","25","Parameter 'numOfBeds' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"199","onlinehotel.model","src/onlinehotel/model/Room.java","3","33","Parameter 'price' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"200","onlinehotel.model","src/onlinehotel/model/Room.java","3","41","Parameter 'discount' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"201","onlinehotel.model","src/onlinehotel/model/Room.java","3","49","Parameter 'descr' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"202","onlinehotel.model","src/onlinehotel/model/Room.java","3","55","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"203","onlinehotel.model","src/onlinehotel/model/Room.java","3","56","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"204","onlinehotel.model","src/onlinehotel/model/Room.java","3","56","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"205","onlinehotel.model","src/onlinehotel/model/Room.java","3","58","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"206","onlinehotel.model","src/onlinehotel/model/Room.java","3","62","Avoid variables with short names like df","Naming Rules","ShortVariable"
"207","onlinehotel.model","src/onlinehotel/model/Room.java","3","62","Local variable 'df' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"208","onlinehotel.model","src/onlinehotel/model/Room.java","3","63","Avoid variables with short names like s","Naming Rules","ShortVariable"
"209","onlinehotel.model","src/onlinehotel/model/Room.java","3","63","Local variable 's' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"210","onlinehotel.model","src/onlinehotel/model/Room.java","3","64","Consider simply returning the value vs storing it in local variable 's'","Design Rules","UnnecessaryLocalBeforeReturn"
"211","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","18","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"212","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"213","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","20","Private field 'connection' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"214","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","30","Parameter 'bedsNum' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"215","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","30","Parameter 'checkIn' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"216","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","30","Parameter 'checkOut' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"217","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","31","Local variable 'rooms' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"218","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","32","Local variable 'availableRooms' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"219","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","34","Local variable 'bookingDetails' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"220","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","43","Local variable 'rooms' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"221","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","44","Local variable 'query' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"222","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","45","Ensure that resources like this ResultSet object are closed after use","Design Rules","CloseResource"
"223","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","49","The String literal 'ROOM_NUMBER' appears 5 times in this file; the first occurrence is on line 49","String and StringBuffer Rules","AvoidDuplicateLiterals"
"224","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","54","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"225","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","54","Avoid variables with short names like r","Naming Rules","ShortVariable"
"226","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","63","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"227","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","69","Parameter 'bedsNum' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"228","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","73","Ensure that resources like this ResultSet object are closed after use","Design Rules","CloseResource"
"229","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","82","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"230","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","82","Avoid variables with short names like r","Naming Rules","ShortVariable"
"231","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","91","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"232","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","97","Parameter 'roomNumber' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"233","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","103","Ensure that resources like this ResultSet object are closed after use","Design Rules","CloseResource"
"234","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","107","Avoid variables with short names like id","Naming Rules","ShortVariable"
"235","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","108","Avoid variables with short names like rm","Naming Rules","ShortVariable"
"236","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","111","Avoid excessively long variable names like bookingCheckInDate","Naming Rules","LongVariable"
"237","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","112","Avoid excessively long variable names like bookingCheckOutDate","Naming Rules","LongVariable"
"238","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","114","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"239","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","114","Avoid variables with short names like b","Naming Rules","ShortVariable"
"240","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","124","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"241","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","132","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"242","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","5","135","Found 'DD'-anomaly for variable 'previousBooking' (lines '135'-'137').","Controversial Rules","DataflowAnomalyAnalysis"
"243","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","5","135","Found 'DU'-anomaly for variable 'previousBooking' (lines '135'-'152').","Controversial Rules","DataflowAnomalyAnalysis"
"244","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","140","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"245","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","141","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"246","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","143","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"247","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","144","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"248","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","148","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"249","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","149","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"250","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","5","155","Found 'DD'-anomaly for variable 'bookingID' (lines '155'-'162').","Controversial Rules","DataflowAnomalyAnalysis"
"251","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","164","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"252","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","171","The String literal '',' ' appears 5 times in this file; the first occurrence is on line 171","String and StringBuffer Rules","AvoidDuplicateLiterals"
"253","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","171","The String literal 'VALUES('' appears 5 times in this file; the first occurrence is on line 171","String and StringBuffer Rules","AvoidDuplicateLiterals"
"254","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","172","The String literal '', '' appears 11 times in this file; the first occurrence is on line 172","String and StringBuffer Rules","AvoidDuplicateLiterals"
"255","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","2","198","System.out.print is used","Java Logging Rules","SystemPrintln"
"256","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","200","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"257","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","2","212","System.out.print is used","Java Logging Rules","SystemPrintln"
"258","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","5","217","Found 'DD'-anomaly for variable 'bookingDetails' (lines '217'-'231').","Controversial Rules","DataflowAnomalyAnalysis"
"259","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","221","Ensure that resources like this ResultSet object are closed after use","Design Rules","CloseResource"
"260","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","228","Avoid excessively long variable names like bookingCheckInDate","Naming Rules","LongVariable"
"261","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","229","Avoid excessively long variable names like bookingCheckOutDate","Naming Rules","LongVariable"
"262","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","235","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"263","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","5","251","Found 'DD'-anomaly for variable 'details' (lines '251'-'265').","Controversial Rules","DataflowAnomalyAnalysis"
"264","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","255","Ensure that resources like this ResultSet object are closed after use","Design Rules","CloseResource"
"265","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","260","Avoid excessively long variable names like bookingCheckInDate","Naming Rules","LongVariable"
"266","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","267","Do not add empty strings","Optimization Rules","AddEmptyString"
"267","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","294","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"268","onlinehotel.model.db","src/onlinehotel/model/db/SQLManager.java","3","308","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"269","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","9","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"270","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","12","Ensure that resources like this Connection object are closed after use","Design Rules","CloseResource"
"271","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","5","12","Found 'DD'-anomaly for variable 'connection' (lines '12'-'21').","Controversial Rules","DataflowAnomalyAnalysis"
"272","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","15","Local variable 'driverName' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"273","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","18","Local variable 'url' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"274","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","19","Local variable 'username' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"275","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","20","Local variable 'password' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"276","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","23","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"277","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","25","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"278","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","30","Parameter 'connection' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"279","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","30","Parameter 'query' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"280","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","33","Ensure that resources like this Statement object are closed after use","Design Rules","CloseResource"
"281","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","33","Local variable 'statement' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"282","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","35","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"283","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","38","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"284","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","44","Parameter 'connection' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"285","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","44","Parameter 'query' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"286","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","47","Ensure that resources like this Statement object are closed after use","Design Rules","CloseResource"
"287","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","49","Ensure that resources like this ResultSet object are closed after use","Design Rules","CloseResource"
"288","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","51","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"289","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","53","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"290","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","57","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"291","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","63","Parameter 'connection' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"292","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","66","Ensure that resources like this Statement object are closed after use","Design Rules","CloseResource"
"293","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","68","Avoid unnecessary if..then..else statements when returning a boolean","Design Rules","SimplifyBooleanReturns"
"294","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","69","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"295","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","71","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"296","onlinehotel.model.db","src/onlinehotel/model/db/SQLUtilities.java","3","75","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"297","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","9","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"298","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","9","Private field 'employees' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"299","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","10","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"300","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","10","Private field 'admins' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"301","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","16","Avoid variables with short names like in","Naming Rules","ShortVariable"
"302","onlinehotel.users","src/onlinehotel/users/UserManager.java","2","24","System.out.print is used","Java Logging Rules","SystemPrintln"
"303","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","28","Parameter 'password' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"304","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","28","Parameter 'username' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"305","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","29","Local variable 'realPassword' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"306","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","30","Avoid unnecessary if..then..else statements when returning a boolean","Design Rules","SimplifyBooleanReturns"
"307","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","31","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"308","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","37","Parameter 'password' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"309","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","37","Parameter 'username' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"310","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","38","Local variable 'realPassword' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"311","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","39","Avoid unnecessary if..then..else statements when returning a boolean","Design Rules","SimplifyBooleanReturns"
"312","onlinehotel.users","src/onlinehotel/users/UserManager.java","3","40","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"313","testcases","src/testcases/SQLManagerTest.java","3","8","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"314","testcases","src/testcases/SQLManagerTest.java","3","8","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"315","testcases","src/testcases/SQLManagerTest.java","3","8","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"316","testcases","src/testcases/SQLManagerTest.java","3","9","Local variable 'manager' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"317","testcases","src/testcases/UserManagerTest.java","3","8","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"318","testcases","src/testcases/UserManagerTest.java","3","10","JUnit 4 tests that set up tests should use the @Before annotation","Migration Rules","JUnit4TestShouldUseBeforeAnnotation"
"319","testcases","src/testcases/UserManagerTest.java","3","16","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"320","testcases","src/testcases/UserManagerTest.java","3","17","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"321","testcases","src/testcases/UserManagerTest.java","3","18","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"322","testcases","src/testcases/UserManagerTest.java","3","19","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"323","testcases","src/testcases/UserManagerTest.java","3","22","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"324","testcases","src/testcases/UserManagerTest.java","3","23","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"325","testcases","src/testcases/UserManagerTest.java","3","24","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
